职位,薪资,城市,经验,学历,公司,公司领域,公司性质,公司规模,福利标签,技能标签,岗位描述
产业研究总监,1.5-2万,上海·普陀区,3年及以上,本科,上海国鸣投资管理有限公司,金融/投资/证券,民营,少于50人,,,上市公司
金融客户经理,1-2万,杭州·上城区,1年及以上,大专,中国人寿保险股份有限公司杭州市分公司,金融/投资/证券,国企,10000人以上,绩效奖金;专业培训,保单体检;生日祝福;旅游;管理;市场信息收集;关系拓展维护;维系客户,销售 金融 销售及推广
金融客户经理,1-2万,杭州·上城区,1年及以上,大专,中国人寿保险股份有限公司杭州市分公司,金融/投资/证券,国企,10000人以上,绩效奖金;专业培训,保单体检;生日祝福;旅游;管理;市场信息收集;关系拓展维护;维系客户,销售 金融 销售及推广
周末双休+客户经理,1.2-2.4万,苏州,无需经验,本科,河北极限迁跃企业管理咨询有限公司,专业服务(咨询、人力资源、财会),民营,150-500人,周末双休;补贴;提成;五险一金;补充公积金;补充医疗保险;带薪年假,无责底薪;法定节假;节假日;六险一金,
芜湖分公司-财富客户部-客户经理,6千-1.2万,芜湖,1年,本科,中信期货有限公司,金融/投资/证券,国企,1000-5000人,五险一金;绩效奖金;餐补;通讯补贴;带薪年假;补充医疗保险;定期体检;节日福利,,
金融客户经理,8千-1.5万,杭州·上城区,1年及以上,大专,中国人寿保险股份有限公司杭州市分公司,金融/投资/证券,国企,10000人以上,绩效奖金;专业培训;年终奖金;员工旅游;弹性工作;补充医疗保险;节日福利;周末双休,服务;管理,客户开发 金融
财务经理,1-1.5万,葫芦岛,5年及以上,本科,葫芦岛港集团有限公司,交通/运输/物流,民营,500-1000人,餐饮补贴;带薪年假;通讯补贴,财务;财务管理;基金;信托;会计核算;融资;风险管理;资金管理;财务制度;财会,
周末双休+客户经理,1.2-2.4万,成都,无需经验,本科,河北极限迁跃企业管理咨询有限公司,专业服务(咨询、人力资源、财会),民营,150-500人,周末双休;提成;补贴;五险一金;补充公积金;补充医疗保险;带薪年假,无责底薪;法定节假;六险一金;节假日,
高级售后服务经理,1.5-3万,上海·长宁区,2年及以上,大专,中国人寿保险股份有限公司上海市黄浦支公司,保险,民营,5000-10000人,年终奖;五险一金;绩效奖金;专业培训;带薪年假;年金;培训;过节福利;提成,无责底薪;保险;津贴;年度旅游,
高端医疗养老销售经理,1.5-3万,青岛·市南区,2年及以上,大专,泰康人寿保险有限责任公司青岛分公司,保险,民营,未知,绩效奖金;年终奖金;专业培训;员工旅游;补贴,养老医疗;团队管理;市场拓展;奖金;佣金;津贴;团建;环境优雅,
个人业务客户经理,8千-1.6万,杭州·上城区,1年及以上,大专,中国人寿保险股份有限公司杭州市分公司,金融/投资/证券,国企,10000人以上,培训;培训讲师;绩效奖金;专业培训;定期体检;年终奖金,管理;二次开发;理财;理财分析;问题解答;理赔服务,
周末双休+客户经理,1.2-2.4万,济南,无需经验,本科,河北极限迁跃企业管理咨询有限公司,专业服务(咨询、人力资源、财会),民营,150-500人,周末双休;补贴;提成;五险一金;补充公积金;补充医疗保险;带薪年假,无责底薪;法定节假;节假日;六险一金,
现货交易员,5-8千,南平,2年及以上,本科,南平市建阳区贵丰梓滢信息咨询有限公司,金融/投资/证券,非营利组织,少于50人,,现货交易员,
健康产业园招商运营经理,6千-1.1万·13薪,武汉·硚口区,2年及以上,本科,武汉汉正街市场股份有限公司,租赁服务,国企,150-500人,五险一金;周末双休;定期体检;购买五险;提成,8小时;午餐;底薪;市场调研;招商;合同签订;市场分析,市场营销
业务经理（青岛））,6千-1.2万,青岛·市南区,1年及以上,本科,华泰期货有限公司,金融/投资/证券,国企,500-1000人,五险一金;绩效奖金;专业培训,客户维护;开发客户;交易;业绩考核;开发高端市场;市场行业动态;业务开拓,高级营销
周末双休+客户经理,1.2-2.4万,南京,无需经验,本科,河北极限迁跃企业管理咨询有限公司,专业服务(咨询、人力资源、财会),民营,150-500人,周末双休;补贴;提成;五险一金;补充公积金;补充医疗保险;带薪年假,无责底薪;法定节假;节假日;六险一金,
淄博分公司-机构客户部-客户经理G00689,5千-1万,淄博,3-4年,本科,中信期货有限公司,金融/投资/证券,国企,1000-5000人,五险一金;绩效奖金;餐补;通讯补贴;带薪年假;补充医疗保险;定期体检;节日福利,,
电商运营经理/主管,4-8千,九江·柴桑区,3-5年,中技/中专,江西龙腾生物高科技有限公司,医疗设备/器械,民营,50-150人,五险一金;双休;生日福利,数据分析;excel;医疗器械;成本控制;office;运营管理;电商,营销 营销策划 营销推广
综合金融经理（央企金融）,7千-1.4万,广州·黄埔区,1年及以上,大专,中国人寿保险股份有限公司广州市分公司,保险,国企,未知,培训,推广;发展新客户;市场信息收集;时间管理;组织管理;时间自由;旅游,销售 银行 金融行业 销售活动
学术专员/经理（体外诊断产品）(J15872),1.5-3万·18薪,青岛,3年及以上,硕士,深圳迈瑞生物医疗电子股份有限公司,医疗设备/器械,已上市,10000人以上,培训;五险一金;补充公积金;交通补贴;专业培训;定期体检;年终奖金;餐饮补贴,,
产业研究总监,1.5-2万,上海·普陀区,3年及以上,本科,上海国鸣投资管理有限公司,金融/投资/证券,民营,少于50人,,,上市公司
上海链家-门店经理（全上海分配）,3-5万,上海,5年及以上,,德佑房地产经纪有限公司,房地产,民营,未知,带薪年假,团队管理;市场分析;客源开发;数据;组建团队;风险把控;价格策略;房产经纪行业;业务决策;门店;探亲假,
广州分公司-产业客户部-客户经理,7.5千-1.5万,广州,1年,本科,中信期货有限公司,金融/投资/证券,国企,1000-5000人,五险一金;绩效奖金;餐补;通讯补贴;带薪年假;补充医疗保险;定期体检;节日福利,,
卓越经理人（国企急聘）,1.5-2万,广州·黄埔区,1年及以上,大专,中国人寿保险股份有限公司广州市分公司,保险,国企,未知,成长培训,团队管理;宣传;拜访客户;递送保单;平台支持;投保方案;保险知识;旅游;保险,保单销售 金融平台
学术专员/经理（体外诊断产品）(J17245),1.5-3万·18薪,深圳·南山区,3年及以上,博士,深圳迈瑞生物医疗电子股份有限公司,医疗设备/器械,已上市,10000人以上,培训;五险一金;补充公积金;交通补贴;专业培训;定期体检;年终奖金;餐饮补贴,,
合规经理/副经理(J21060),1.8-2.5万·14薪,上海·闵行区,5年及以上,本科,信达生物制药（苏州）有限公司,制药/生物工程,已上市,5000-10000人,弹性工作;五险一金;专业培训;餐饮补贴;年终奖金;股票期权;定期体检,采购;沟通管理;供应商准入;基金会,营销
金融交易员,5千-1万,上海,1年及以上,大专,上海黔隆行商贸有限公司,金融/投资/证券,民营,少于50人,,,
金融客户经理（国企急聘）,8千-1.6万,广州·黄埔区,1年及以上,大专,中国人寿保险股份有限公司广州市分公司,保险,国企,未知,培训,组织管理;资源支持;人寿保险;平台支持;保险;500强;央企;津贴,销售 金融行业 销售及推广
学术专员/经理（体外诊断产品）(J16309),1.5-3万·18薪,上海·黄浦区,5年及以上,博士,深圳迈瑞生物医疗电子股份有限公司,医疗设备/器械,已上市,10000人以上,培训;五险一金;补充公积金;交通补贴;专业培训;定期体检;年终奖金;餐饮补贴,,
周末双休+客户经理,1.2-2.4万,长沙,1年及以上,本科,河北极限迁跃企业管理咨询有限公司,专业服务(咨询、人力资源、财会),民营,150-500人,周末双休;补贴;提成;五险一金;补充公积金;补充医疗保险;带薪年假,无责底薪;法定节假;节假日;六险一金,
泰康人寿医养保险销售经理,1-2万,广州·越秀区,3年及以上,大专,泰康人寿保险有限责任公司广东广州越秀营销服务部,计算机软件,民营,10000人以上,补充医疗保险;员工旅游;绩效奖金,医学;会计;基金;信托;法律;客户资源;养老;养老社区;保险,销售 金融
ETF交易助理,7千-1万·14薪,杭州,无需经验,本科,杭州锐泽私募基金管理有限公司,互联网/电子商务,民营,少于50人,五险一金;绩效奖金;专业培训,经济;数学;理工科;分析;控制风险;止损;etf,金融 投资交易
学术专员/经理（体外诊断产品）(J16310),1.5-3万·18薪,杭州,5年及以上,博士,深圳迈瑞生物医疗电子股份有限公司,医疗设备/器械,已上市,10000人以上,培训;五险一金;补充公积金,医学;临床研究;sci;医院;学术平台;医学研究;医学教育;文章发表;科研;学术会议,
财务高级经理/总监,1-1.5万,南京·江北新区,10年及以上,本科,南京东科智生基因科技有限公司,制药/生物工程,民营,未知,五险一金;餐饮补贴,管理;财务;会计;团队管理;基金;风险控制;年度预算,银行 投资
周末双休+客户经理,1.2-2.4万,长沙,无需经验,本科,河北极限迁跃企业管理咨询有限公司,专业服务(咨询、人力资源、财会),民营,150-500人,周末双休;补贴;提成;五险一金;补充公积金;补充医疗保险;带薪年假,无责底薪;法定节假;节假日;六险一金,
Branch Manager Guangdong ID197768,,广州,10年及以上,本科,汇丰保险经纪有限公司,银行,外资（欧美）,5000-10000人,绩效奖金;弹性工作;五险一金;周末双休;节日福利;带薪年假,保险;人员招聘;资产配置;销售团队管理,
学术专员/经理（体外诊断产品）(J17244),1.5-3万·18薪,成都,3年及以上,博士,深圳迈瑞生物医疗电子股份有限公司,医疗设备/器械,已上市,10000人以上,培训;五险一金;年终奖金;补充公积金;交通补贴;专业培训;定期体检;餐饮补贴,,
渠道经理,8千-1万,上海·浦东新区,2年及以上,本科,金元顺安基金管理有限公司,金融/投资/证券,合资,50-150人,,,
周末双休+客户经理,1.2-2.4万,贵阳,无需经验,本科,河北极限迁跃企业管理咨询有限公司,专业服务(咨询、人力资源、财会),民营,150-500人,周末双休;补贴;提成;五险一金;补充公积金;补充医疗保险;带薪年假,无责底薪;法定节假;节假日;六险一金,
Branch Manager Guangdong,,广州,10年及以上,本科,汇丰保险经纪有限公司,银行,外资（欧美）,5000-10000人,绩效指标,人员招聘;资产配置方案;销售团队管理;预算制定;财富规划;风险指标;活动管理;保险,销售质量 销售行为
学术专员/经理（体外诊断产品）(J15872),1.5-3万·18薪,济南,3年及以上,博士,深圳迈瑞生物医疗电子股份有限公司,医疗设备/器械,已上市,10000人以上,培训;五险一金;年终奖金;补充公积金;交通补贴;专业培训;定期体检;餐饮补贴,,
商场招商经理,9千-1万,广州·番禺区,5年及以上,中技/中专,广东万民商业有限公司,快速消费品(食品、饮料、化妆品),民营,500-1000人,年终奖金;绩效奖金;五险;生日福利;节日福利;培训学习,孝顺基金;爱心基金;合伙人;招商;租赁合同;招商计划,
Branch Manager Guangdong,,广州,10年及以上,本科,汇丰保险经纪有限公司,银行,外资（欧美）,5000-10000人,绩效指标,人员招聘;资产配置方案;销售团队管理;预算制定;财富规划;风险指标;活动管理;保险,销售质量 销售行为
客户经理,6千-1.1万,淄博,无需经验,本科,中信证券（山东）有限责任公司淄博柳泉路证券营业部,金融/投资/证券,国企,少于50人,补充医疗保险;餐饮补贴;通讯补贴;绩效奖金;年终奖金;定期体检,六险两金,客户开发维护 证券产品销售 投资咨询服务
周末双休+客户经理,1.2-2.4万,贵阳,无需经验,本科,河北极限迁跃企业管理咨询有限公司,专业服务(咨询、人力资源、财会),民营,150-500人,周末双休;补贴;提成;五险一金;补充公积金;补充医疗保险;带薪年假,无责底薪;法定节假;节假日;六险一金,
商场招商经理,9千-1万,广州·番禺区,5年及以上,中技/中专,广东万民商业有限公司,快速消费品(食品、饮料、化妆品),民营,500-1000人,年终奖金;绩效奖金;五险;生日福利;节日福利;培训学习,孝顺基金;爱心基金;合伙人;招商;租赁合同;招商计划,
大客户经理+社保双休+双地铁,1.2-2.4万,武汉·江汉区,1年及以上,大专,武汉云采投资咨询有限公司,金融/投资/证券,民营,少于50人,绩效奖金;五险;专业培训;带薪年假;员工旅游;通讯补贴;餐饮补贴;周末双休;节日福利,全勤奖;高薪;节假日,
